document_id,title,author,published_date,document_type,source_name,source_url,doi,evidence_level,rights_status,license,fulltext_status,word_count,page_count,topics
DOC-000481,"Detection of Type, Blended Ratio, and Mixed Ratio of Pu'er Tea by Using Electronic Nose and Visible/Near Infrared Spectrometer.",Xu S; Sun X; Lu H; Zhang Q,2019-05-22,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6566589/fullTextXML,10.3390/s19102359,B,OPEN_ACCESS,cc by,FULL_TEXT,5537,0,chemistry:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | processing:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS | terroir:MENTIONS
DOC-000460,Ingredients in Zijuan Pu'er Tea Extract Alleviate β-Amyloid Peptide Toxicity in a Caenorhabditis elegans Model of Alzheimer's Disease Likely through DAF-16.,Du F; Zhou L; Jiao Y; Bai S; Wang L; Ma J; Fu X,2019-02-18,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6412921/fullTextXML,10.3390/molecules24040729,B,OPEN_ACCESS,cc by,FULL_TEXT,4817,0,safety:CORE | chemistry:MENTIONS | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | mountain_and_village:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000409,Pu-erh Tea Regulates Fatty Acid Metabolism in Mice Under High-Fat Diet.,Huang F; Wang S; Zhao A; Zheng X; Zhang Y; Lei S; Ge K; Qu C; Zhao Q; Yan C; Jia W,2019-02-05,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6370627/fullTextXML,10.3389/fphar.2019.00063,B,OPEN_ACCESS,cc by,FULL_TEXT,3655,0,chemistry:CORE | cultivar:MENTIONS | fermentation:MENTIONS | standards:MENTIONS
DOC-000480,"Ripe and Raw Pu-Erh Tea: LC-MS Profiling, Antioxidant Capacity and Enzyme Inhibition Activities of Aqueous and Hydro-Alcoholic Extracts.",Roda G; Marinello C; Grassi A; Picozzi C; Aldini G; Carini M; Regazzoni L,2019-01-29,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6384787/fullTextXML,10.3390/molecules24030473,B,OPEN_ACCESS,cc by,FULL_TEXT,5682,0,chemistry:MENTIONS | cultivar:MENTIONS | fermentation:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000417,Comparison of hypoglycemic effects of ripened pu-erh tea and raw pu-erh tea in streptozotocin-induced diabetic rats.,Ding Q; Zheng W; Zhang B; Chen X; Zhang J; Pang X; Zhang Y; Jia D; Pei S; Dong Y; Ma B,2019-01-23,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9059968/fullTextXML,10.1039/c8ra09259a,B,OPEN_ACCESS,cc by-nc,FULL_TEXT,4286,0,fermentation:SUBSTANTIVE | cultivar:MENTIONS | geography:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000003,Integrated Meta-omics Approaches To Understand the Microbiome of Spontaneous Fermentation of Traditional Chinese Pu-erh Tea - PMC,Ming Zhao; Xiao Q Su; Bo Nian; Li J Chen; Dong L Zhang; Shuang M Duan; Li Y Wang; Xing Y Shi; Bin Jiang; Wei W Jiang; Cai Y Lv; Dao P Wang; Yang Shi; Ying Xiao; Jian-Lin Wu; Ying H Pan; Yan Ma,2019 Nov 19,journal_article,PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC6867877/,10.1128/msystems.00680-19,B,OPEN_ACCESS,CC BY 4.0,FULL_HTML,11252,0,fermentation:CORE | microbiology:CORE | chemistry:SUBSTANTIVE | culture:MENTIONS | geography:MENTIONS | mountain_and_village:MENTIONS | processing:MENTIONS | production:MENTIONS | safety:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000451,Pu-erh Tea Ameliorates Atherosclerosis Associated with Promoting Macrophage Apoptosis by Reducing NF- κ B Activation in ApoE Knockout Mice.,Xiao Y; He M; Liang X; She J; He L; Liu Y; Zou J; Yuan Z,2018-08-23,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6126088/fullTextXML,10.1155/2018/3197829,B,OPEN_ACCESS,cc by,FULL_TEXT,4078,0,cultivar:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | processing:MENTIONS | standards:MENTIONS
DOC-000484,Bioactive Compound Fingerprint Analysis of Aged Raw Pu'er Tea and Young Ripened Pu'er Tea.,Pedan V; Rohn S; Holinger M; Hühn T; Chetschik I,2018-08-02,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6222816/fullTextXML,10.3390/molecules23081931,B,OPEN_ACCESS,cc by,FULL_TEXT,6041,0,chemistry:CORE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | history:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000450,An Improved Weighted Partial Least Squares Method Coupled with Near Infrared Spectroscopy for Rapid Determination of Multiple Components and Anti-Oxidant Activity of Pu-Erh Tea.,Liu Z; Xie HL; Chen L; Huang JH,2018-05-02,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6102534/fullTextXML,10.3390/molecules23051058,B,OPEN_ACCESS,cc by,FULL_TEXT,3495,0,chemistry:SUBSTANTIVE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | history:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000016,Fungal community succession and major components change during manufacturing process of Fu brick tea,Qin Li; Jianan Huang; Yongdi Li; Yiyang Zhang; Yu Luo; Yuan Chen; Haiyan Lin; Kunbo Wang; Zhonghua Liu,2017-07-25,journal_article,OpenAlex,https://www.nature.com/articles/s41598-017-07098-8.pdf,https://doi.org/10.1038/s41598-017-07098-8,B,OPEN_ACCESS,cc-by,FULL_PDF,7381,9,culture:CORE | microbiology:CORE | processing:CORE | production:CORE | chemistry:SUBSTANTIVE | fermentation:SUBSTANTIVE | industry:SUBSTANTIVE | sensory:MENTIONS | terroir:MENTIONS
DOC-000445,Pu-erh Tea Extract Ameliorates Ovariectomy-Induced Osteoporosis in Rats and Suppresses Osteoclastogenesis In Vitro .,Liu T; Ding S; Yin D; Cuan X; Xie C; Xu H; Wang X; Sheng J,2017-05-31,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5450042/fullTextXML,10.3389/fphar.2017.00324,B,OPEN_ACCESS,cc by,FULL_TEXT,5139,0,chemistry:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | processing:MENTIONS | safety:MENTIONS | standards:MENTIONS
DOC-000430,Pu-erh Tea Water Extract Mediates Cell Cycle Arrest and Apoptosis in MDA-MB-231 Human Breast Cancer Cells.,Xie J; Yu H; Song S; Fang C; Wang X; Bai Z; Ma X; Hao S; Zhao HY; Sheng J,2017-04-06,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5382226/fullTextXML,10.3389/fphar.2017.00190,B,OPEN_ACCESS,cc by,FULL_TEXT,3970,0,chemistry:MENTIONS | cultivar:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | history:MENTIONS | microbiology:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000477,Transcriptome Profile Reveals that Pu-Erh Tea Represses the Expression of Vitellogenin Family to Reduce Fat Accumulation in Caenorhabditis elegans.,Xiao RY; Hao J; Ding YH; Che YY; Zou XJ; Liang B,2016-10-17,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6274137/fullTextXML,10.3390/molecules21101379,B,OPEN_ACCESS,cc by,FULL_TEXT,2535,0,chemistry:MENTIONS | cultivar:MENTIONS | culture:MENTIONS | geography:MENTIONS | industry:MENTIONS | production:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000429,Pu-erh Tea Protects the Nervous System by Inhibiting the Expression of Metabotropic Glutamate Receptor 5.,Li C; Chai S; Ju Y; Hou L; Zhao H; Ma W; Li T; Sheng J; Shi W,2016-08-30,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5533841/fullTextXML,10.1007/s12035-016-0064-3,B,OPEN_ACCESS,cc by,FULL_TEXT,4625,0,fermentation:SUBSTANTIVE | chemistry:MENTIONS | cultivar:MENTIONS | culture:MENTIONS | geography:MENTIONS | processing:MENTIONS | production:MENTIONS | safety:MENTIONS
DOC-000009,The Microbiome and Metabolites in Fermented Pu-erh Tea as Revealed by High-Throughput Sequencing and Quantitative Multiplex Metabolite Analysis,Yongjie Zhang; Ida Skaar; Michael Sulyok; Xingzhong Liu; M. Poornachander Rao; John W. Taylor,2016-06-23,journal_article,OpenAlex,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0157847&type=printable,https://doi.org/10.1371/journal.pone.0157847,B,OPEN_ACCESS,cc-by,FULL_PDF,10522,18,chemistry:CORE | fermentation:CORE | microbiology:CORE | geography:SUBSTANTIVE | safety:SUBSTANTIVE | cultivar:MENTIONS | culture:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000483,Analytical Assessment of Bio- and Toxic Elements Distribution in Pu-erh and Fruit Teas in View of Chemometric Approach.,Brzezicha-Cirocka J; Grembecka M; Szefer P,2016-04-02,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5055561/fullTextXML,10.1007/s12011-016-0669-4,B,OPEN_ACCESS,cc by,FULL_TEXT,5927,0,safety:CORE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS | terroir:MENTIONS
DOC-000471,Reduction of body fat and improved lipid profile associated with daily consumption of a Puer tea extract in a hyperlipidemic population: a randomized placebo-controlled trial.,Jensen GS; Beaman JL; He Y; Guo Z; Sun H,2016-03-24,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4818050/fullTextXML,10.2147/cia.s94881,B,OPEN_ACCESS,cc by-nc,FULL_TEXT,3363,0,cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000422,Comparative analysis of volatiles difference of Yunnan sun-dried Pu-erh green tea from different tea mountains: Jingmai and Wuliang mountain by chemical fingerprint similarity combined with principal component analysis and cluster analysis.,Wu Y; Lv S; Wang C; Gao X; Li J; Meng Q,2016-03-10,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4785618/fullTextXML,10.1186/s13065-016-0159-y,B,OPEN_ACCESS,cc by,FULL_TEXT,3486,0,chemistry:CORE | geography:CORE | mountain_and_village:CORE | fermentation:MENTIONS | processing:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS | terroir:MENTIONS
DOC-000008,An Integrated Metagenomics/Metaproteomics Investigation of the Microbial Communities and Enzymes in Solid-state Fermentation of Pu-erh tea,Ming Zhao; Donglian Zhang; Xiaoqin Su; Shuangmei Duan; Jin-qiong Wan; Wenxia Yuan; Benying Liu; Yan Ma; Yinghong Pan,2015-05-14,journal_article,OpenAlex,https://www.nature.com/articles/srep10117.pdf,https://doi.org/10.1038/srep10117,B,OPEN_ACCESS,cc-by,FULL_PDF,6501,10,fermentation:CORE | microbiology:CORE | chemistry:SUBSTANTIVE | cultivar:MENTIONS | culture:MENTIONS | geography:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS | terroir:MENTIONS
DOC-000439,Pu-erh tea down-regulates sterol regulatory element-binding protein and stearyol-CoA desaturase to reduce fat storage in Caenorhaditis elegans.,Ding Y; Zou X; Jiang X; Wu J; Zhang Y; Chen D; Liang B,2015-02-06,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4319740/fullTextXML,10.1371/journal.pone.0113815,B,OPEN_ACCESS,cc by,FULL_TEXT,4121,0,storage:CORE | fermentation:MENTIONS | geography:MENTIONS | standards:MENTIONS
DOC-000017,The Study of Fingerprint Characteristics of Dayi Pu-Erh Tea Using a Fully Automatic HS-SPME/GC–MS and Combined Chemometrics Method,Shidong Lv; Yuanshuang Wu; Jiangsheng Zhou; Ming Lian; Changwen Li; Yongquan Xu; Shunhang Liu; Chao Wang; Qingxiong Meng,2014-12-31,journal_article,OpenAlex,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0116428&type=printable,https://doi.org/10.1371/journal.pone.0116428,B,OPEN_ACCESS,cc-by,FULL_PDF,9276,18,chemistry:SUBSTANTIVE | sensory:SUBSTANTIVE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000440,Pu-erh tea extract induces the degradation of FET family proteins involved in the pathogenesis of amyotrophic lateral sclerosis.,Yu Y; Hayashi S; Cai X; Fang C; Shi W; Tsutsui H; Sheng J,2014-04-07,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3997874/fullTextXML,10.1155/2014/254680,B,OPEN_ACCESS,cc by,FULL_TEXT,3807,0,chemistry:MENTIONS | culture:MENTIONS | geography:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | sensory:MENTIONS
DOC-000475,Antioxidant phenolic compounds from Pu-erh tea.,Zhang HM; Wang CF; Shen SM; Wang GL; Liu P; Liu ZM; Wang YY; Du SS; Liu ZL; Deng ZW,2012-11-27,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6268774/fullTextXML,10.3390/molecules171214037,B,OPEN_ACCESS,cc by,FULL_TEXT,3033,0,chemistry:CORE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | standards:MENTIONS
DOC-000423,Pu-erh tea reduces nitric oxide levels in rats by inhibiting inducible nitric oxide synthase expression through toll-like receptor 4.,Xu Y; Wang G; Li C; Zhang M; Zhao H; Sheng J; Shi W,2012-06-11,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3397518/fullTextXML,10.3390/ijms13067174,B,OPEN_ACCESS,cc by,FULL_TEXT,2795,0,chemistry:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000455,Pu-erh tea inhibits tumor cell growth by down-regulating mutant p53.,Zhao L; Jia S; Tang W; Sheng J; Luo Y,2011-11-07,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3233424/fullTextXML,10.3390/ijms12117581,B,OPEN_ACCESS,cc by,FULL_TEXT,3708,0,chemistry:SUBSTANTIVE | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | processing:MENTIONS | storage:MENTIONS
DOC-000479,Pu-Erh tea and GABA attenuates oxidative stress in kainic acid-induced status epilepticus.,Hou CW,2011-10-20,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3217899/fullTextXML,10.1186/1423-0127-18-75,B,OPEN_ACCESS,cc by,FULL_TEXT,4024,0,fermentation:CORE | culture:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000166,Commercial Teas Highlight Plant DNA Barcode Identification Successes and Obstacles,Mark Y. Stoeckle; Catherine C. Gamble; Rohan Kirpekar; Grace Young; Selena Ahmed; Damon P. Little,2011-07-21,journal_article,OpenAlex,https://www.nature.com/articles/srep00042.pdf,https://doi.org/10.1038/srep00042,B,OPEN_ACCESS,cc-by-nc-sa,FULL_PDF,6152,7,chemistry:MENTIONS | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000472,Simultaneous Distillation Extraction of Some Volatile Flavor Components from Pu-erh Tea Samples-Comparison with Steam Distillation-Liquid/Liquid Extraction and Soxhlet Extraction.,Gu X; Zhang Z; Wan X; Ning J; Yao C; Shao W,2009-01-01,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2821633/fullTextXML,10.1155/2009/276713,B,OPEN_ACCESS,cc by,FULL_TEXT,2847,0,sensory:CORE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | processing:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000491,《本草綱目拾遺》,趙學敏,1803,public_domain_text,Wikisource Chinese,https://zh.wikisource.org/zh-hant/%E6%9C%AC%E8%8D%89%E7%B6%B1%E7%9B%AE%E6%8B%BE%E9%81%BA,,A,PUBLIC_DOMAIN_REVIEW,public_domain_or_cc_by_sa_review,FULL_HTML,163236,0,
DOC-000490,《蠻書》卷七,樊綽,0862,public_domain_text,Wikisource Chinese,https://zh.wikisource.org/zh-hant/%E8%A0%BB%E6%9B%B8/%E5%8D%B707,,A,PUBLIC_DOMAIN_REVIEW,public_domain_or_cc_by_sa_review,FULL_HTML,2528,0,
DOC-000143,Pu'er tea - Wikipedia,,,encyclopedia_article,Wikipedia,https://en.wikipedia.org/wiki/Pu%27er_tea,,D,CC_BY_SA_REVIEW,unknown,FULL_HTML,11476,0,cultivar:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | history:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | mountain_and_village:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS | terroir:MENTIONS
DOC-000142,喝茶 - 维基文库，自由的图书馆,,,public_domain_text,Wikisource Chinese,https://zh.wikisource.org/wiki/%E5%96%9D%E8%8C%B6,,A,PUBLIC_DOMAIN_REVIEW,unknown,FULL_HTML,910,0,
DOC-000395,煎茶水記一卷（NJlib-0131719-0001 公版掃描）,,,public_domain_scan,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/2/2f/NJlib-0131719-0001_%E7%85%8E%E8%8C%B6%E6%B0%B4%E8%A8%98%E4%B8%80%E5%8D%B7.pdf,,A,PUBLIC_DOMAIN,Public domain,FULL_PDF,2740,22,
