document_id,topic_id,name,relation_type,confidence
DOC-000478,TOP-000014,culture,MENTIONS,0.55
DOC-000478,TOP-000013,geography,MENTIONS,0.55
DOC-000478,TOP-000005,processing,MENTIONS,0.55
DOC-000478,TOP-000001,production,MENTIONS,0.55
DOC-000478,TOP-000016,standards,MENTIONS,0.55
DOC-000479,TOP-000006,fermentation,CORE,0.91
DOC-000479,TOP-000014,culture,MENTIONS,0.55
DOC-000479,TOP-000001,production,MENTIONS,0.55
DOC-000479,TOP-000008,sensory,MENTIONS,0.55
DOC-000479,TOP-000016,standards,MENTIONS,0.55
DOC-000480,TOP-000009,chemistry,MENTIONS,0.55
DOC-000480,TOP-000002,cultivar,MENTIONS,0.55
DOC-000480,TOP-000006,fermentation,MENTIONS,0.55
DOC-000480,TOP-000015,industry,MENTIONS,0.55
DOC-000480,TOP-000010,microbiology,MENTIONS,0.55
DOC-000480,TOP-000001,production,MENTIONS,0.55
DOC-000480,TOP-000016,standards,MENTIONS,0.55
DOC-000481,TOP-000009,chemistry,MENTIONS,0.55
DOC-000481,TOP-000006,fermentation,MENTIONS,0.55
DOC-000481,TOP-000013,geography,MENTIONS,0.55
DOC-000481,TOP-000015,industry,MENTIONS,0.55
DOC-000481,TOP-000005,processing,MENTIONS,0.55
DOC-000481,TOP-000008,sensory,MENTIONS,0.55
DOC-000481,TOP-000016,standards,MENTIONS,0.55
DOC-000481,TOP-000007,storage,MENTIONS,0.55
DOC-000481,TOP-000003,terroir,MENTIONS,0.55
DOC-000482,TOP-000009,chemistry,SUBSTANTIVE,0.76
DOC-000482,TOP-000002,cultivar,MENTIONS,0.55
DOC-000482,TOP-000006,fermentation,MENTIONS,0.55
DOC-000482,TOP-000013,geography,MENTIONS,0.55
DOC-000482,TOP-000015,industry,MENTIONS,0.55
DOC-000482,TOP-000016,standards,MENTIONS,0.55
DOC-000483,TOP-000011,safety,CORE,0.91
DOC-000483,TOP-000002,cultivar,MENTIONS,0.55
DOC-000483,TOP-000006,fermentation,MENTIONS,0.55
DOC-000483,TOP-000013,geography,MENTIONS,0.55
DOC-000483,TOP-000005,processing,MENTIONS,0.55
DOC-000483,TOP-000001,production,MENTIONS,0.55
DOC-000483,TOP-000016,standards,MENTIONS,0.55
DOC-000483,TOP-000003,terroir,MENTIONS,0.55
DOC-000484,TOP-000009,chemistry,CORE,0.91
DOC-000484,TOP-000002,cultivar,MENTIONS,0.55
DOC-000484,TOP-000006,fermentation,MENTIONS,0.55
DOC-000484,TOP-000013,geography,MENTIONS,0.55
DOC-000484,TOP-000012,history,MENTIONS,0.55
DOC-000484,TOP-000015,industry,MENTIONS,0.55
DOC-000484,TOP-000010,microbiology,MENTIONS,0.55
DOC-000484,TOP-000005,processing,MENTIONS,0.55
DOC-000484,TOP-000001,production,MENTIONS,0.55
DOC-000484,TOP-000008,sensory,MENTIONS,0.55
DOC-000484,TOP-000016,standards,MENTIONS,0.55
DOC-000484,TOP-000007,storage,MENTIONS,0.55
DOC-000485,TOP-000010,microbiology,SUBSTANTIVE,0.76
DOC-000485,TOP-000002,cultivar,MENTIONS,0.55
DOC-000485,TOP-000006,fermentation,MENTIONS,0.55
DOC-000485,TOP-000013,geography,MENTIONS,0.55
DOC-000485,TOP-000015,industry,MENTIONS,0.55
DOC-000485,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000485,TOP-000005,processing,MENTIONS,0.55
DOC-000485,TOP-000001,production,MENTIONS,0.55
DOC-000485,TOP-000016,standards,MENTIONS,0.55
DOC-000485,TOP-000007,storage,MENTIONS,0.55
DOC-000486,TOP-000009,chemistry,MENTIONS,0.55
DOC-000486,TOP-000002,cultivar,MENTIONS,0.55
DOC-000486,TOP-000013,geography,MENTIONS,0.55
DOC-000486,TOP-000010,microbiology,MENTIONS,0.55
DOC-000486,TOP-000001,production,MENTIONS,0.55
DOC-000486,TOP-000016,standards,MENTIONS,0.55
DOC-000487,TOP-000009,chemistry,SUBSTANTIVE,0.8800000000000001
DOC-000487,TOP-000002,cultivar,MENTIONS,0.55
DOC-000487,TOP-000014,culture,MENTIONS,0.55
DOC-000487,TOP-000006,fermentation,MENTIONS,0.55
DOC-000487,TOP-000013,geography,MENTIONS,0.55
DOC-000487,TOP-000010,microbiology,MENTIONS,0.55
DOC-000487,TOP-000005,processing,MENTIONS,0.55
DOC-000487,TOP-000001,production,MENTIONS,0.55
DOC-000487,TOP-000008,sensory,MENTIONS,0.55
DOC-000487,TOP-000016,standards,MENTIONS,0.55
DOC-000487,TOP-000007,storage,MENTIONS,0.55
DOC-000489,TOP-000013,geography,MENTIONS,0.55
