person_id,display_name,primary_institution,relevant_work_count,identity_notes,identifiers,official_page,conflict_notes,reviewed_at
PER-004118,Xinghua Wang,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100639250"", ""orcid"": ""https://orcid.org/0000-0003-2819-396X""}",https://orcid.org/0000-0003-2819-396X,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000490,Xinghui Li,Nanjing Agricultural University,4,主要機構只按本庫中 4 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5033459720"", ""orcid"": ""https://orcid.org/0000-0001-6451-7453""}",https://orcid.org/0000-0001-6451-7453,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000688,Xingmin Zhang,Hunan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5044339128"", ""orcid"": ""https://orcid.org/0000-0002-8953-1582""}",https://orcid.org/0000-0002-8953-1582,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001144,Xingzhong Liu,Chinese Academy of Sciences,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 70%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5044384373"", ""orcid"": ""https://orcid.org/0000-0002-3224-8604""}",https://orcid.org/0000-0002-3224-8604,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001600,Xinmeng Cheng,Chinese Academy of Forestry,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 67%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5081670892"", ""orcid"": ""https://orcid.org/0000-0003-2696-7925""}",https://orcid.org/0000-0003-2696-7925,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-003908,Xinyi Zhang,Hunan Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5082909924"", ""orcid"": ""https://orcid.org/0009-0004-7294-0306""}",https://orcid.org/0009-0004-7294-0306,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004305,Xinyu Feng,Tea Research Institute,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5036345685"", ""orcid"": ""https://orcid.org/0000-0002-4120-7759""}",https://orcid.org/0000-0002-4120-7759,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004174,Xin‐Hui Xing,Tsinghua University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 48%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5101990976"", ""orcid"": ""https://orcid.org/0000-0001-6419-4770""}",https://orcid.org/0000-0001-6419-4770,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004257,Xiongjun Xiao,Sichuan University of Science and Engineering,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5024784825"", ""orcid"": null}",https://openalex.org/A5024784825,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000919,Xiujuan Deng,Yunnan Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5011763163"", ""orcid"": null}",https://openalex.org/A5011763163,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-003836,Xuan Chen,Nanjing Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100446788"", ""orcid"": ""https://orcid.org/0000-0001-5553-3638""}",https://orcid.org/0000-0001-5553-3638,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001491,Xuanjun Wang,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 47%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5056101783"", ""orcid"": ""https://orcid.org/0000-0003-1211-506X""}",https://orcid.org/0000-0003-1211-506X,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004222,Yahui Huang,South China Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5086768401"", ""orcid"": ""https://orcid.org/0000-0002-0247-7959""}",https://orcid.org/0000-0002-0247-7959,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004031,Yamin Wu,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5112011801"", ""orcid"": ""https://orcid.org/0000-0003-4801-894X""}",https://orcid.org/0000-0003-4801-894X,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000768,Yan Hou,Yunnan Agricultural University,7,主要機構只按本庫中 7 篇普洱茶相關作品的作者機構統計推定（加權占比 63%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100652900"", ""orcid"": ""https://orcid.org/0000-0001-8398-5498""}",https://orcid.org/0000-0001-8398-5498,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004005,Yan Ma,Yunnan Agricultural University,6,主要機構只按本庫中 6 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100446835"", ""orcid"": ""https://orcid.org/0000-0002-9142-8138""}",https://orcid.org/0000-0002-9142-8138,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004042,Yanhui Guan,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5066864892"", ""orcid"": null}",https://openalex.org/A5066864892,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004306,Yani Pan,Zhejiang University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5062610609"", ""orcid"": ""https://orcid.org/0000-0002-4755-9878""}",https://orcid.org/0000-0002-4755-9878,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001471,Yanqin Xiao,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5038459064"", ""orcid"": null}",https://openalex.org/A5038459064,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001193,Yanqin Yang,Tea Research Institute,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 67%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5066477098"", ""orcid"": ""https://orcid.org/0000-0001-8793-9157""}",https://orcid.org/0000-0001-8793-9157,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001654,Yea‐Yin Yen,Kaohsiung Medical University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5009694338"", ""orcid"": ""https://orcid.org/0000-0003-1476-3511""}",https://orcid.org/0000-0003-1476-3511,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004175,Yi Wang,Tsinghua University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100721619"", ""orcid"": ""https://orcid.org/0000-0003-4028-2471""}",https://orcid.org/0000-0003-4028-2471,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004242,Yi-Hong Ding,Kunming Institute of Zoology,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5066352916"", ""orcid"": null}",https://openalex.org/A5066352916,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004015,Ying Xiao,Macau University of Science and Technology,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5004694609"", ""orcid"": ""https://orcid.org/0000-0002-3294-4407""}",https://orcid.org/0000-0002-3294-4407,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000426,Yinghong Pan,Chinese Academy of Agricultural Sciences,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5026580342"", ""orcid"": ""https://orcid.org/0000-0002-4025-5193""}",https://orcid.org/0000-0002-4025-5193,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-002018,Yingjuan Chen,Southwest University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5028890628"", ""orcid"": ""https://orcid.org/0000-0002-2104-0330""}",https://orcid.org/0000-0002-2104-0330,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004066,Yingling Zhou,Yunnan Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 75%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5128405924"", ""orcid"": null}",https://openalex.org/A5128405924,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004040,Yiqing Guan,Yunnan Agricultural University,10,主要機構只按本庫中 10 篇普洱茶相關作品的作者機構統計推定（加權占比 91%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5111219185"", ""orcid"": null}",https://openalex.org/A5111219185,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004344,Yongdan Hu,Kunming University of Science and Technology,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5001058850"", ""orcid"": null}",https://openalex.org/A5001058850,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001192,Yongwen Jiang,Tea Research Institute,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 58%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5101605328"", ""orcid"": ""https://orcid.org/0000-0002-9998-6214""}",https://orcid.org/0000-0002-9998-6214,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004394,Yu Shi,Southwest University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5029214278"", ""orcid"": null}",https://openalex.org/A5029214278,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004143,Yuanda Li,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5056566059"", ""orcid"": ""https://orcid.org/0000-0001-7285-9875""}",https://orcid.org/0000-0001-7285-9875,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000754,Yuanshuang Wu,Kunming University of Science and Technology,5,主要機構只按本庫中 5 篇普洱茶相關作品的作者機構統計推定（加權占比 73%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5021851032"", ""orcid"": null}",https://openalex.org/A5021851032,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004411,Yue Miao,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 67%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5028196226"", ""orcid"": ""https://orcid.org/0000-0002-4401-9331""}",https://orcid.org/0000-0002-4401-9331,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004029,Yuefei Wang,Zhejiang University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5092019886"", ""orcid"": null}",https://openalex.org/A5092019886,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000007,Yunjing Zhang,Shanghai Jiao Tong University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5078484326"", ""orcid"": ""https://orcid.org/0000-0001-9344-2905""}",https://orcid.org/0000-0001-9344-2905,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004034,Yuxin Xia,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5102024117"", ""orcid"": ""https://orcid.org/0000-0002-9875-3339""}",https://orcid.org/0000-0002-9875-3339,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004220,Zhen Zeng,South China Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5102016371"", ""orcid"": ""https://orcid.org/0000-0002-4508-8515""}",https://orcid.org/0000-0002-4508-8515,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-003835,Zhiguo Shan,Puer University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5083334583"", ""orcid"": ""https://orcid.org/0000-0002-6165-8258""}",https://orcid.org/0000-0002-6165-8258,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004090,Zihao Wang,Xinyang Agriculture and Forestry University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100634115"", ""orcid"": ""https://orcid.org/0009-0005-3238-0188""}",https://orcid.org/0009-0005-3238-0188,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001601,Zizhi Wang,Chinese Academy of Forestry,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 67%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5030426834"", ""orcid"": ""https://orcid.org/0000-0003-1153-1563""}",https://orcid.org/0000-0003-1153-1563,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004120,Zongpei Fan,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5101248839"", ""orcid"": null}",https://openalex.org/A5101248839,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
