evidence_id,place_id,field_name,value_json,source_id,source_name,source_url,document_id,document_title,locator,evidence_level,retrieved_at,notes
PEV-SITE-A4C20D07560D103D,PLC-000016,parent_place_id,"""PLC-000013""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-05708D65A2583045,PLC-000016,precision,"""OSM 已命名遺產構成要素 relation 代表點；實際範圍以 UNESCO 提名圖為準""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367887,,,OSM relation 16367887；TF-01 芒埂—勐本古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-09CA1E3E829ECBB9,PLC-000016,standard_name,"""芒埂—勐本古茶林""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-FC0802644746191D,PLC-000017,admin_level,"""古茶林群""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-409B1FDA84154B17,PLC-000017,latitude,22.2064852,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367888,,,OSM relation 16367888；TF-02 景邁大寨古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-3FD6EB11D08326B7,PLC-000017,longitude,100.0314841,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367888,,,OSM relation 16367888；TF-02 景邁大寨古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-3F1D5D256058F2EC,PLC-000017,parent_place_id,"""PLC-000013""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-990CFBCB9475B142,PLC-000017,precision,"""OSM 已命名遺產構成要素 relation 代表點；實際範圍以 UNESCO 提名圖為準""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367888,,,OSM relation 16367888；TF-02 景邁大寨古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-F2DE926D8109B6C5,PLC-000017,standard_name,"""景邁大寨—大平掌古茶林""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-5872D5A709A6CE6C,PLC-000018,admin_level,"""古茶林群""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-601A2C108FDA1C95,PLC-000018,latitude,22.2175973,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367886,,,OSM relation 16367886；TF-03 糯崗古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-B314D91F392AED28,PLC-000018,longitude,100.0042208,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367886,,,OSM relation 16367886；TF-03 糯崗古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-75B5EE125334700F,PLC-000018,parent_place_id,"""PLC-000014""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-3F333E43D0CB0A08,PLC-000018,precision,"""OSM 已命名遺產構成要素 relation 代表點；實際範圍以 UNESCO 提名圖為準""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367886,,,OSM relation 16367886；TF-03 糯崗古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-C4B02E2DEA6AEE67,PLC-000018,standard_name,"""糯崗古茶林""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-09AF6318A09A4B44,PLC-000019,admin_level,"""古茶林群""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-DDA4D1344FB91703,PLC-000019,latitude,22.1594369,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367885,,,OSM relation 16367885；TF-04 芒景上下寨—芒洪古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-449C7533C5564709,PLC-000019,longitude,100.0016514,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367885,,,OSM relation 16367885；TF-04 芒景上下寨—芒洪古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-EE222A7E120110C4,PLC-000019,parent_place_id,"""PLC-000015""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-7A606B544AE0411E,PLC-000019,precision,"""OSM 已命名遺產構成要素 relation 代表點；實際範圍以 UNESCO 提名圖為準""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367885,,,OSM relation 16367885；TF-04 芒景上下寨—芒洪古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-62A883F1212419DC,PLC-000019,standard_name,"""芒景上寨—芒景下寨—芒洪古茶林""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-74B94754187B582D,PLC-000020,admin_level,"""古茶林群""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-0F6ACBE7BE81F947,PLC-000020,latitude,22.177207,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367884,,,OSM relation 16367884；TF-05 翁基—翁洼古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-0DBDAB914E2614C7,PLC-000020,longitude,99.9925316,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367884,,,OSM relation 16367884；TF-05 翁基—翁洼古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-97AA506B5DE4FDBA,PLC-000020,parent_place_id,"""PLC-000015""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-72BF4EA92BAC7ED5,PLC-000020,precision,"""OSM 已命名遺產構成要素 relation 代表點；實際範圍以 UNESCO 提名圖為準""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367884,,,OSM relation 16367884；TF-05 翁基—翁洼古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-811BEB8B1228F8D6,PLC-000020,standard_name,"""翁基—翁洼古茶林""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-27430D259816EB5F,PLC-000021,admin_level,"""傳統村寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-E5EDD1E44A408FC0,PLC-000021,parent_place_id,"""PLC-000012""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-C554689B7CFF75A5,PLC-000021,standard_name,"""景邁大寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-5F96D4C61A77786A,PLC-000022,admin_level,"""傳統村寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-4C23E6EA9CA0367D,PLC-000022,latitude,22.20354,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087615,,,OSM node 11212087615；勐本,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-6A1924EEEB137D3C,PLC-000022,longitude,100.0485635,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087615,,,OSM node 11212087615；勐本,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-24ED7D1ED5E537C5,PLC-000022,parent_place_id,"""PLC-000012""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-7A74F35B1CD1A0B7,PLC-000022,precision,"""OSM 公開聚落標籤點；非村域邊界或茶園位置""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087615,,,OSM node 11212087615；勐本,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-CAB0CC4F68A4714D,PLC-000022,standard_name,"""勐本""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-407F79282135674E,PLC-000023,admin_level,"""傳統村寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-7ED0712055CBD50C,PLC-000023,latitude,22.202452,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/6894681516,,,OSM node 6894681516；芒埂,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-E2311E4B196770A7,PLC-000023,longitude,100.0535391,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/6894681516,,,OSM node 6894681516；芒埂,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-76C76EBFBAF5118B,PLC-000023,parent_place_id,"""PLC-000012""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-C8C0D12D0DDE8C69,PLC-000023,precision,"""OSM 公開聚落標籤點；非村域邊界或茶園位置""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/6894681516,,,OSM node 6894681516；芒埂,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-32DF0932CB50C1D6,PLC-000023,standard_name,"""芒埂""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-566BFC75BF38F2D5,PLC-000024,admin_level,"""傳統村寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-10DA0AD9829BB621,PLC-000024,latitude,22.2166836,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087618,,,OSM node 11212087618；糯崗,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-E7C028184AACD17A,PLC-000024,longitude,99.9998707,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087618,,,OSM node 11212087618；糯崗,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-0CD62FA1E987B38C,PLC-000024,parent_place_id,"""PLC-000012""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-EB7AA9BF7231A717,PLC-000024,precision,"""OSM 糯崗聚落標籤點；作糯崗老寨參考，不代表村域或茶園邊界""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087618,,,OSM node 11212087618；糯崗,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-6556895B483681EA,PLC-000024,standard_name,"""糯崗老寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-1AB053FAFC415BB5,PLC-000025,admin_level,"""傳統村寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-D32B62F24C3472E4,PLC-000025,latitude,22.1665462,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087622,,,OSM node 11212087622；芒景上寨,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-83997413FA984012,PLC-000025,longitude,100.0129706,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087622,,,OSM node 11212087622；芒景上寨,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-BD30F2CE41782035,PLC-000025,parent_place_id,"""PLC-000012""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-241C6D60257E22D6,PLC-000025,precision,"""OSM 公開聚落標籤點；非村域邊界或茶園位置""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087622,,,OSM node 11212087622；芒景上寨,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-6401ED8A9169B390,PLC-000025,standard_name,"""芒景上寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-1470D616BBEC0DEA,PLC-000026,admin_level,"""傳統村寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-ACF669804F68D167,PLC-000026,latitude,22.1593623,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087621,,,OSM node 11212087621；芒景下寨,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-25B5AEE352CA5A41,PLC-000026,longitude,100.0164521,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087621,,,OSM node 11212087621；芒景下寨,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-D36D67CEA153F22B,PLC-000026,parent_place_id,"""PLC-000012""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-8FAB92E61C8C7C8B,PLC-000026,precision,"""OSM 公開聚落標籤點；非村域邊界或茶園位置""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087621,,,OSM node 11212087621；芒景下寨,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-73D6096C2EACBEDB,PLC-000026,standard_name,"""芒景下寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-6B04D63C113A7525,PLC-000027,admin_level,"""傳統村寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-320A518757F3F1A7,PLC-000027,latitude,22.1462407,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087620,,,OSM node 11212087620；惠民鎮芒景村芒洪,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-8B48A82164535F71,PLC-000027,longitude,100.0141668,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087620,,,OSM node 11212087620；惠民鎮芒景村芒洪,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-A59046D8A562425B,PLC-000027,parent_place_id,"""PLC-000012""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-5540B053AEDD0A90,PLC-000027,precision,"""OSM 公開聚落標籤點；非村域邊界或茶園位置""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087620,,,OSM node 11212087620；惠民鎮芒景村芒洪,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-719C0280CB2087E4,PLC-000027,standard_name,"""芒洪""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-C753F5DF2C9846D5,PLC-000028,admin_level,"""傳統村寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-179638969D3CF43B,PLC-000028,latitude,22.1736769,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11890597799,,,OSM node 11890597799；翁基,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-D96EEBEF049B3BCF,PLC-000028,longitude,99.99894,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11890597799,,,OSM node 11890597799；翁基,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-2608D61E19F33D06,PLC-000028,parent_place_id,"""PLC-000012""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-85D67117084E0E4C,PLC-000028,precision,"""OSM 公開聚落標籤點；非村域邊界或茶園位置""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11890597799,,,OSM node 11890597799；翁基,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-5C645965BE55C419,PLC-000028,standard_name,"""翁基""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-D6E2587DAD7056E4,PLC-000029,admin_level,"""傳統村寨""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-90AB7758E98E387C,PLC-000029,latitude,22.179805,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087624,,,OSM node 11212087624；惠民鎮翁洼,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-3F097F15FDF6FBDB,PLC-000029,longitude,99.9910569,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087624,,,OSM node 11212087624；惠民鎮翁洼,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-9FF96F015D910BEF,PLC-000029,parent_place_id,"""PLC-000012""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-C7E499AF68503A27,PLC-000029,precision,"""OSM 公開聚落標籤點；非村域邊界或茶園位置""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/node/11212087624,,,OSM node 11212087624；惠民鎮翁洼,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-576AA72711698977,PLC-000029,standard_name,"""翁洼""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-BEDD4648DDC16B2B,PLC-000030,admin_level,"""分隔防護林""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-8E1F767C634804FC,PLC-000030,latitude,22.2197477,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367880,,,OSM relation 16367880；PF-01 景邁—糯崗分隔防護林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-0E7AE703AC93E31E,PLC-000030,longitude,100.0147891,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367880,,,OSM relation 16367880；PF-01 景邁—糯崗分隔防護林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-28CC01A9CAB9B62E,PLC-000030,parent_place_id,"""PLC-000002""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
